libavahi-ui-gtk3-0,0
liblz4-1,0
libgnomeui-common,0
foomatic-db-compressed-ppds,0
libwildmidi1,0
texlive-extra-utils,0
gnome-sudoku,0
libtext-iconv-perl,0
kmod,0
signon-ui,0
unity-gtk-module-common,0
python3-pyparsing,0
unity-control-center-signon,0
libzzip-0-13,0
gnome-user-share,0
unity-scope-manpages,0
libparams-validate-perl,0
presage,0
ruby-did-you-mean,0
libfm-gtk4,14729188
libxklavier16,0
libcrystalhd3,0
screen,1128118
libcogl-path20,0
qemu-user,0
gstreamer1.0-plugins-ugly,0
libtexlua52,0
libaio-dev,0
autoconf,0
cpp-5,0
cups-common,0
xserver-xephyr,0
libnautilus-extension1a,0
mplayer,0
libaccount-plugin-generic-oauth,0
texlive-latex-extra-doc,0
adwaita-icon-theme-full,0
libpci-dev,0
libgd3,0
plymouth-theme-ubuntu-text,0
poppler-utils,0
gir1.2-glib-2.0,0
linux-headers-4.15.0-43-lowlatency,0
ubuntu-advantage-tools,0
lsb-release,0
libnuma1,7368969
librhythmbox-core9,0
libhttp-parser2.1,0
fonts-tlwg-garuda,0
gnupg2,0
liblightdm-gobject-1-0,0
python3-aptdaemon.gtk3widgets,0
nux-tools,0
libsepol1,0
libipc-run-perl,0
ibus,0
python3.5,0
libgtkglext1,0
ruby,0
busybox-static,0
libtext-levenshtein-perl,0
gnome-keyring,7364971
libdbusmenu-gtk4,14774015
gnome-desktop3-data,0
libisl15,0
libunity-core-6.0-9,0
netpbm,51359
lxpolkit,0
libraptor2-0,0
guile-2.0-libs,0
libexttextcat-2.0-0,0
procps,4447
python3-commandnotfound,0
libxvidcore4,0
libopenjpeg5,0
texlive-base,0
libhpmud0,0
libice6,14730113
libgnomekbd8,0
libupower-glib3,14729604
zenity,0
libmicrohttpd10,0
rhythmbox,0
texinfo,0
initramfs-tools,0
gstreamer1.0-plugins-ugly-amr,0
whois,0
libxcb-xfixes0,0
hostname,0
libxcb-util1,29457179
gparted,0
libio-pty-perl,0
libschroedinger-1.0-0,0
cups-filters-core-drivers,0
python-dev,0
cheese-common,0
libmediaart-2.0-0,0
five-or-more,0
libgcrypt20-dev,0
libreadline6,0
libxres1,14732108
rhythmbox-data,0
cups-bsd,0
libfile-homedir-perl,0
gir1.2-gtksource-3.0,0
libgpm2,3419
libx32itm1,0
libgettextpo0,0
libjavascriptcoregtk-4.0-18,7366710
emacs24,0
toshset,0
manpages,0
xbacklight,0
libxmu6,0
apparmor-easyprof-ubuntu,0
dblatex,0
libobrender32,7367518
unity-lens-files,0
libubuntutoolkit5,0
iso-codes,0
fcitx-module-lua,0
libhttp-date-perl,0
python2.7-minimal,0
pptp-linux,0
libopencv-features2d2.4v5,0
python-lxml,0
libgnomeui-0,5127
libblkid1,16717258
python-all-dev,0
apt-mirror,0
libgeis1,0
plainbox-provider-checkbox,0
libxml-sax-expat-perl,0
libgweather-common,0
libmythes-1.2-0,0
gdb,4147
pppconfig,0
libcpufreq0,0
samba-libs,0
libhardware2,0
samba,0
openjdk-8-jre-headless,0
librsvg2-common,0
fcitx-module-dbus,0
libgmpxx4ldbl,0
libbonobo2-0,5045
xorg-sgml-doctools,0
apache2,0
subversion,0
signon-plugin-password,0
libgtop2-common,0
t1utils,0
signon-keyring-extension,0
libxau6,148837068
libxshmfence-dev,0
libgnutls-openssl27,0
checkbox-converged,0
brasero-cdrkit,0
libdjvulibre-text,0
libxcb-sync1,0
